"Save and Continue Edit","Zapisz i kontynuuj edycję"
"Save and Next","Zapisz i do następnego"
"Save and Previous","Zapisz i do poprzedniego"
"Save and Resume","Zapisz i wznów"
"Save as Draft","Zapisz jako wersję roboczą"
"Save as a New Update","Zapisz jako nową aktualizację"
"Save file content","Zapisywanie zawartości pliku"
"Save for later use.","Zapisz do późniejszego wykorzystania."
"Save in New Attribute Set","Zapisz w nowym zestawie cech"
"Save in address book","Zapisz w książce adresowej"
"Save this card for future use","Zapisz tę kartę aby wykorzystać w przyszłości"
"Saving method","Zapisywanie metody"
"Saving payment method failed.","Zapisanie formy płatności nie powiodło się."
"Saving purchase order number","Zapisywanie numeru zamówienia zakupu"
"Saving shipping method","Zapisywanie metody dostawy"
"Saving your address","Zapisywanie adresu"
"Saving your preference","Zapisywanie preferencji"
"Schedule","Harmonogram"
"Schedule Ahead for","Harmonogram dla"
"Schedule Design Update","Harmonogram aktualizacji wyglądu"
"Schedule Id","Harmonogram Id"
"Schedule New Update","Zaplanuj nową aktualizację"
"Schedule Update","Harmonogram aktualizacji"
"Schedule Update From","Ustaw aktualizację od"
"Scheduled At","Zaplanowane w"
"Scheduled Changes","Planowane zmiany"
"Scheduled Export","Harmonogram exportu"
"Scheduled Fetching","Zaplanowane pobieranie"
"Scheduled Import","Harmonogram Importu"
"Scheduled Import Settings","Zaplanowane ustawienia importu"
"Scheduled Import/Export","Zaplanowany import/eksport"
"Scheduled Import/Export File History Cleaning","Zaplanowane czyszczenie plików historii zaplanowanych importów/eksportów"
"Scheduled Import/Export File History Cleanup Warnings","Ostrzeżenia czyszczenia plików historii zaplanowanych importów/eksportów"
"Scheduled Imports/Exports","Zaplanowany import/eksport"
"Scope","Zakres"
"Scope:","Zakres:"
"Scripts and Style Sheets","Skrypty i arkuszy stylów"
"Scroll","Przewijanie"
"Scroll back to the top of the page","Przewiń na górę strony"
"Search","Szukaj"
"Search All Products","Szukaj wszystkich produktów"
"Search By","Szukaj według"
"Search Engine","Wyszukiwarka"
"Search Engine Optimisation","Optymalizacja dla wyszukiwarek"
"Search Engine Optimization","Optymalizacja dla wyszukiwarek"
"Search Engine Submission Settings","Ustawienia wyszukiwania silnika"
"Search Index","Indeks wyszukiwania"
"Search Information","Informacje o wyszukiwaniu"
"Search Options","Opcje wyszukiwania"
"Search Query","Fraza wyszukiwania"
"Search Recommendations Count","Liczba podpowiedzi wyszukiwania"
"Search Results","Wyniki wyszukiwania"
"Search Settings","Ustawienia wyszukiwania"
"Search String","Szukany tekst"
"Search Suggestions Count","Liczba podpowiedzi wyszukiwania"
"Search Synonyms","Szukaj synonimów"
"Search Term","Szukana fraza"
"Search Terms","Wyszukiwane frazy"
"Search Terms Report","Raport fraz wyszukiwania"
"Search Weight","Waga wyszukiwania"
"Search by keyword","Szukaj wg słów kluczowych"
"Search entire store here...","Szukaj w całym sklepie..."
"Search results for: '%1'","Wyniki wyszukiwania dla: '%1'"
"Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used.","Wyszukiwanie synonimów nie jest obsługiwane przez wyszukiwarkę %1. Żaden z wprowadzonych synonimów nie będzie użyty."
"Searchable","Widoczny w wynikach wyszukiwania"
"Sec","sek"
"Secondary action","Druga akcja"
"Secret Key","Tajny klucz"
"Section","Sekcja"
"Secure Base Link URL","Podstawowy bezpieczny adres URL"
"Secure Base URL","Zabezpieczony bazowy URL"
"Secure Base URL for Static View Files","Podstawowy bezpieczny adres URL dla widoków statycznych"
"Secure Base URL for User Media Files","Bezpieczny adres URL dla plików multimedialnych użytkownika"
"Secure Checkout","Bezpieczna transakcja"
"Secure Gateway URL","URL bezpiecznej bramki"
"Security","Bezpieczeństwo"
"See All (","Zobacz wszystkie ("
"See Balance","Sprawdzić saldo"
"See Details","Zobacz szczegóły"
"See all %1","Zobacz wszystkie %1"
"See order and shipping status","Zobacz zamówienie i stan wysyłki"
"See our Shipping Policy","Zobacz nasze zasady wysyłki"
"See price before order confirmation.","Zobacz cenę przed potwierdzeniem zamówienia."
"See terms","Zobacz regulamin"
"Segment Information","Informacje o segmencie"
"Segment Name","Nazwa segmentu"
"Segments","Segmenty"
"Select","Wybierz"
"Select Address","Wybierz adres"
"Select Addresses","Wybierz adresy"
"Select All on This Page","Zaznacz wszystko na tej stronie"
"Select Associated Product","Wybierz produkt powiązany"
"Select Attribute","Wybierz cechę"
"Select Attributes","Wybierz cechy"
"Select Block...","Wybierz blok..."
"Select CSS File to Upload","Wybierz plik CSS do załadowania"
"Select Category","Wybierz kategorię"
"Select Category...","Wybierz kategorię..."
"Select Date","Wybierz datę"
"Select Email Template","Wybierz szablon e-mail"
"Select Existing Address","Wybierz istniejący adres"
"Select File to Import","Wybierz plik do importu"
"Select Items","Wybierz pozycje"
"Select JS Files to Upload","Wybierz plik JS to wysłania"
"Select Media Database","Wybierz bazę danych mediów"
"Select Page...","Wybierz stronę..."
"Select Product","Wybierz produkt"
"Select Product...","Wybierz produkt..."
"Select Range:","Wybierz zakres:"
"Select Rule...","Wybierz regułę..."
"Select Search Type","Wybierz typ wyszukiwania"
"Select Shipping Method","Wybierz formę dostawy"
"Select Store","Wybierz sklep"
"Select Visible","Zaznacz widoczne"
"Select Yes"" to add this attribute to the list of column options in the customer grid.""","Wybierz ""Tak"" żeby dodać ten atrybut do listy w kolumnie w siatce klienta."
"Select Yes"" to add this attribute to the list of column options in the product grid.""","Wybierz ""Tak"" żeby dodać ten atrybut do listy opcji kolumny w siatce produktu."
"Select Yes"" to add this attribute to the list of filter options in the customer grid.""","Wybierz ""Tak"" żeby dodać ten atrybut do listy opcji filtra w siatce klienta."
"Select Yes"" to add this attribute to the list of filter options in the product grid.""","Wybierz ""Tak"", aby dodać ten atrybut do listy opcji filtru w siatce produktu."
"Select Yes"" to add this attribute to the list of search options in the customer grid.""","Wybierz ""Tak"" żeby dodać ten atrybut do listy opcji wyszukiwalnych w siatce klienta."
"Select a new payment method","Wybierz nową metodę płatności"
"Select a page or node.","Wybierz węzeł lub stronę."
"Select a shipping address from your address book or enter a new address.","Wybierz adres dostawy z książki adresowej lub wpisz nowy adres."
"Select a shipping address from your address book.","Wybierz adres dostawy z książki adresowej."
"Select all","Zaznacz wszystko"
"Select day of the month.","Wybierz dzień miesiąca."
"Select from existing customer addresses:","Wybierz spośród istniejących adresów klienta:"
"Select options for all attributes or remove unused attributes.","Wybierz opcje dla wszystkich atrybutów lub usuń nieużywane atrybuty."
"Select products you want to buy","Wybierz produkty, które chcesz kupić"
"Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds %1 %2.","Wybierz tę opcję, aby umożliwić DHL zoptymalizować koszty wysyłki przez dzielenie zamówienia, jeżeli przekracza ono %1 %2."
"Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds 70 kg.","Wybierz tę opcję, aby umożliwić DHL zoptymalizować koszty wysyłki przez dzielenie zamówienia, jeżeli przekracza ono 70 kg."
"Select type of option.","Wybierz typ opcji."
"Select type options required values rows.","Proszę wybrać typ opcji z wymaganymi wartościami."
"Select...","Wybierz..."
"Selected Attributes:","Wybrane cechy:"
"Selected Only","Tylko wybrane"
"Selected allowed currency ""%1"" is not available in installed currencies.","Wybrana dozwolona waluta ""%1"" nie jest dostępna wśród zainstalowanych walut."
"Selected option(s) or their combination is not currently available.","Wybrane opcje lub ich kombinacje nie są dostępne."
"Selected payment type is not allowed for billing country.","Wybrana płatność nie jest dozwolona dla wybranego kraju."
"Send","Wyślij"
"Send At","Wyślij na"
"Send Check to","Adres do przelewu"
"Send Check to:","Adres do przelewu:"
"Send Count","Wyślij licznik"
"Send Credit Memo Comment Email Copy To","Wyślij kopię e-maila z komentarzem do faktury korygującej do"
"Send Credit Memo Comments Email Copy Method","Wyślij kopię e-maila komentarzy do faktury korygującej metodą"
"Send Credit Memo Email Copy Method","Wyślij kopię e-maila o fakturze korygującej metodą"
"Send Credit Memo Email Copy To","Wyślij kopię e-maila z fakturą korygującą do"
"Send Email","Wyślij e-mail"
"Send Email Copy Method","Metoda wysyłki kopii e-mail"
"Send Email Notification From the Following Store View","Wyślij powiadomienie e-mail z następującego widoku sklepu"
"Send Email from the Following Store View","Wyślij e-mail z następującego widoku sklepu"
"Send Emails To","Wysyłaj e-maile do"
"Send Failed Email Copy Method","Metoda błędnej wysyłki kopii e-maila"
"Send Failed Email Copy To","Wyślij kopię e-maila do"
"Send From","Wysłane od"
"Send Gift Card","Wyślij Kartę Podarunkową"
"Send Gift Receipt","Wyślij pokwitowanie za prezent"
"Send Invitation","Wyślij Zaproszenie"
"Send Invitations","Wyślij Zaproszenie"
"Send Invoice Comment Email Copy To","Wyślij kopię e-maila z komentarzem do faktury do"
"Send Invoice Comments Email Copy Method","Wyślij kopię e-maila komentarzy do faktury metodą"
"Send Invoice Email Copy Method","Wyślij kopię e-maila o fakturze metodą"
"Send Invoice Email Copy To","Wyślij kopię e-maila z fakturą do"
"Send Order Comment Email Copy To","Wyślij kopię e-maila z komentarzem do zamówienia do"
"Send Order Comments Email Copy Method","Wyślij kopię e-maila komentarzy do zamówienia metodą"
"Send Order Currency","Wyślij walutę zamówienia"
"Send Order Email","Wyślij e-mail zamówienia"
"Send Order Email Copy Method","Metoda wysyłki kopii e-maila z zamówieniem"
"Send Order Email Copy To","Wyślij kopię e-maila z zamówieniem do"
"Send Payment Failed Email Copy Method","Wyślij kopię e-maila o nieudanej płatności metodą"
"Send Payment Failed Email Copy To","Wyślij kopię e-maila o nieudanej płatności do"
"Send RMA Authorization Email Copy Method","Wysyłanie wiadomości e-mail z autoryzacją RMA"
"Send RMA Authorization Email Copy To","Wyślij kopię wiadomości e-mail z autoryzacją RMA do"
"Send RMA Comment Email Copy To","Wyślij kopię wiadomości e-mail z komentarzem RMA do"
"Send RMA Email Copy Method","Wysyłanie kopii wiadomości e-mail RMA"
"Send RMA Email Copy To","Wyślij kopię wiadomości e-mail RMA do"
"Send Sales Emails","Wyślij e-mail sprzedażowy"
"Send Selected","Wyślij wybrane"
"Send Shipment Comment Email Copy To","Wyślij kopię e-maila z komentarzem do dostawy do"
"Send Shipment Comments Email Copy Method","Wyślij kopię e-maila komentarzy do dostawy metodą"
"Send Shipment Email Copy Method","Wyślij kopię e-maila dostawy metodą"
"Send Shipment Email Copy To","Wyślij kopię e-maila z wysyłką do"
"Send To","Wyślij do"
"Send Tracking Information","Wyślij informację o numerze przesyłki"
"Send Welcome Email From","Wyślij wiadomość powitalną z tego emaila"
"Send a request for a shipping quote","Wyślij zapytanie o wycenę wysyłki spedycją"
"Send confirmation link","Wyślij link potwierdzający"
"Send to Google","Wyślij do Google"
"Sender","Nadawca"
"Sender Email","E-mail nadawcy"
"Sender Name","Nazwa nadawcy"
"Sending","Wysyłanie"
"Sent","Wysłano"
"Separate Email","Oddzielny e-mail"
"Separately","Oddzielnie"
"Sequences like abc or 6543 are easy to guess","Sekwencje takie jak abc lub 6543 są łatwe do odgadnięcia"
"Server Type","Typ serwera"
"Server side less compilation","Kompilacja less po stronie serwera"
"Service","Usługa"
"Service type does not match","Typ usługi nie zgadza się"
"Service unavailable: %1","Usługa niedostępna: %1"
"Services","Usługi"
"Session Validation Settings","Ustawienia walidacji sesji"
"Set","Ustaw"
"Set Ascending Direction","Ustaw kierunek rosnący"
"Set Descending Direction","Ustaw kierunek malejący"
"Set Items' Status to be In Stock When Order is Cancelled","Ustaw status produktu na Dostępny kiedy zamówienie zostanie anulowane"
"Set Order Status to Suspected Fraud for CVV","Ustaw stan zamówienia o podejrzenia oszustwa dla CVV"
"Set Order Status to Suspected Fraud for Postcode AVS","Ustaw stan zamówienia do podejrzenia oszustwa o kod pocztowy AVS"
"Set Product as New","Ustaw produkt jako nowy"
"Set Product as New From","Ustaw produkt jako nowy od"
"Set Return-Path","Ustaw odpowiedź do"
"Set a New Password","Ustaw nowe hasło"
"Set as Default","Ustaw jako domyślne"
"Set order for existing transactions not allowed","Ustawienie zamówienia dla istniejącej transakcji nie jest dozwolone"
"Set the number of links to display at one time.","Ustaw liczbę linków do wyświetlania w jednym czasie."
"Set this value equal or greater to your Magento cron job launch period.","Ta wartość równa lub większa od twojego rozpoczęcia okresu Magento cron job."
"Settings","Ustawienia"
"Settled","Rozstrzygnięty"
"Settlement Batch ID","Partia Rozliczeń ID"
"Settlement Code","Rozliczenie kod"
"Settlement Response Text","Tekst odpowiedzi na rozliczenia"
"Settlement amount is too large.","Kwota rozliczenia jest zbyt wysoka."
"Settlement confirmed","Rozliczenie potwierdzone"
"Settlement declined","Rozliczenie spadła"
"Settlement pending","Rozliczenie czasu"
"Settling","Rozliczanie"
"Severity","Priorytet"
"Share","Udostępnij"
"Share '%1' Gift Registry","Podziel się '%1' rejestrem prezentów"
"Share Customer Accounts","Udostępniaj konta klientów"
"Share Gift Registry","Podziel się rejestrem prezentów"
"Share Options","Opcje współdzielenia"
"Share Preview Link","Udostępnik odnośnik"
"Share Wish List","Podziel się listą życzeń"
"Shareable","Współdzielony"
"Sharing","Udostępnianie"
"Sharing Information","Współdzielone informacja"
"Ship","Dostawa"
"Ship Bundle Items","Dostawa powiązanych produktów"
"Ship Date","Data wysyłki"
"Ship From","Nadawca"
"Ship Here","Wyślij tutaj"
"Ship To","Dostawa na adres"
"Ship To:","Dostawa na adres:"
"Ship to Applicable Countries","Dostawa do stosownych krajów"
"Ship to Multiple Addresses","Dostawa pod wiele adresów"
"Ship to Recipient Address","Dostawa pod adres odbiorcy"
"Ship to Specific Countries","Dostawa do wybranych krajów"
"Ship to registrant's address","Wyślij na adres rejestrującego"
"Ship to the recipient's address.","wysyłka na adres odbiorcy."
"Ship to:","Dane dostawy:"
"Ship-to Name","Dostawa do"
"Shipment","Dostawa"
"Shipment #","Dostawa nr"
"Shipment #%1","Dostawa nr %1"
"Shipment #%1 comment added","Komentarz do dostawy nr %1 został dodany"
"Shipment #%1 created","Dostawa nr %1 została utworzona"
"Shipment #%1 | %3 (%2)","Wysyłka #%1 | %3 (%2)"
"Shipment Comment Email Sender","Nadawca wiadomości z komentarzem do wysyłki"
"Shipment Comment Email Template","Szablon wiadomości z komentarzem do wysyłki"
"Shipment Comment Email Template for Guest","Szablon wiadomości z komentarzem do wysyłki (dla Gości)"
"Shipment Comments","Komentarze do dostawy"
"Shipment Email Sender","Nadawca wiadomości o wysyłce"
"Shipment Email Template","Szablon wiadomości o wysyłce"
"Shipment Email Template for Guest","Szablon wiadomości o wysyłce (dla Gości)"
"Shipment History","Historia dostawy"
"Shipment Options","Opcje wysyłki"
"Shipment Total","Suma wysyłki"
"Shipment does not exists.","Przesyłka nie istnieje."
"Shipments","Dostawy"
"Shipped","Wysłane"
"Shipped By","Wysłane przez"
"Shipped within a day","Wysyłka w ciągu jednego dnia"
"Shipper Number","Numer dostawcy"
"Shipping","Dostawa"
"Shipping & Handling","Wysyłka i obsługa"
"Shipping & Handling (%1)","Wysyłka i obsługa (%1)"
"Shipping & Handling (Excl.Tax)","Dostawa i obsługa (netto)"
"Shipping & Handling (Incl.Tax)","Dostawa i obsługa (brutto)"
"Shipping &amp; Handling","Wysyłka &amp; Pakowanie"
"Shipping &amp; Handling Information","Wysyłka &amp; Pakowanie – Informacje"
"Shipping (Excl. Tax)","Dostawa (netto)"
"Shipping (Incl. Tax)","Dostawa (brutto)"
"Shipping Address","Adres wysyłki"
"Shipping Address:","Adres dla dostawy:"
"Shipping Amount","Wartość dostawy"
"Shipping Country","Kraj dostawy"
"Shipping Excl. Tax (%1)","Dostawa netto (%1)"
"Shipping Incl. Tax (%1)","Dostawa brutto (%1)"
"Shipping Info","Informacje o wysyłce"
"Shipping Information","Informacje wysyłkowe"
"Shipping Labels are not allowed.","Etykiety wysyłkowe nie są dozwolone."
"Shipping Method","Metoda wysyłki"
"Shipping Method:","Metoda dostawy"
"Shipping Methods","Metody wysyłki"
"Shipping Origin","Pochodzenie dostawy"
"Shipping Policy","Zasady wysyłki"
"Shipping Policy Parameters","Parametry zasad wysyłki"
"Shipping Policy Parameters Section","Sekcja parametrów zasad wysyłki"
"Shipping Postcode","Kod pocztowy dostawy"
"Shipping Price","Cena dostawy"
"Shipping Prices","Ceny dostawy"
"Shipping Refund","Zwrot kosztów dostawy"
"Shipping Region","Region dostawy"
"Shipping Report","Raport dostaw"
"Shipping Settings","Ustawienia dostawy"
"Shipping Settings Section","Sekcja ustawień wysyłek"
"Shipping State/Province","Województwo dostawy"
"Shipping To","Dostawa do"
"Shipping address","Adres dostawy"
"Shipping address is not allowed on cart: cart contains no items for shipment.","Adres dostawy jest niedozwolony dla koszyka: koszyk nie zawiera produktów do wysyłki."
"Shipping address update failed. Please try again","Aktualizacja adresu wysyłkowego nie powiodła się. Spróbuj ponownie"
"Shipping address updated successfully.","Poprawnie wprowadzono adres dostawy"
"Shipping and Handling","Dostawa i obsługa"
"Shipping and Tracking Information","Informacje o wysyłce i śledzeniu paczki"
"Shipping is not applicable.","Nie dotyczy wysyłki."
"Shipping labels is not available.","Adres wysyłki nie jest dostępny."
"Shipping method updated successfully.","Poprawnie wybrano metodę dostawy"
"Shop","Sklep"
"Shop By","Filtry"
"Shop by category","Kupuj według kategorii"
"Shop now using (150 X 40)","Kupuj teraz używając (150 x 40)"
"Shop now using (150 X 60)","Kupuj teraz używając (150 x 60)"
"Shopping Cart","Koszyk"
"Shopping Cart %1 Amount %2 %3:","Zakupy koszyka %1 na kwotę %2 %3:"
"Shopping Cart Display Settings","Ustawienia wyświetlania koszyka"
"Shopping Cart Items","Produkty w koszyku"
"Shopping Cart Management","Zarządzaj koszykiem"
"Shopping Cart Products Qty %1 %2:","Liczba produktów w koszyku %1 %2:"
"Shopping Cart Total","Wartość koszyka"
"Shopping Cart for %1 in %2","Koszyk dla %1 w %2"
"Shopping Cart from %1","Koszyk od %1"
"Shopping Options","Opcje zakupów"
"Shopping cart %1 a coupon applied","Zakupy koszyka %1 kupony zastosowane"
"Shopping cart %1 only virtual items","koszyk %1 tylko wirtualne przedmioty"
"Shopping cart is not empty and abandoned %1 %2 days and %3 of these conditions match:","Koszyk jest pusty i został opuszczony %1 %2 dni i %3 tych warunków:"
"Shopping cart items have been added to gift registry.","Przedmioty z koszyka zostały dodane do rejestru prezentów."
"Shopping cart management is disabled for this customer.","Zarządzanie koszykiem jest wyłączone dla tego klienta."
"Short","Krótkie"
"Short keyboard patterns are easy to guess","Krótkie wzory klawiaturowe są łatwe do odgadnięcia"
"Shortcut","Skrót"
"Shortcut Buttons Flavor","Styl przycisku skrótu"
"Show","Pokaż"
"Show Actual Values","Pokaż bieżące wartości"
"Show Breadcrumbs for CMS Pages","Pokaż ścieżki powrotu (okruszki) dla stron CMS"
"Show By","Pokaż wg"
"Show Company","Pokaż firme"
"Show Content as","Pokaż zawartość jako"
"Show Cross-Sell Products","Pokaż produkty sprzedaży krzyżowej"
"Show Date of Birth","Pokazuj datę urodzenia"
"Show Details","Pokaż szczegóły"
"Show Fax","Pokaż faks"
"Show Gender","Pokazuj płeć"
"Show List","Pokaż listę"
"Show Log","Pokaż Log"
"Show Method if Not Applicable","Pokaż metodę jeśli niedostępna"
"Show Middle Name (initial)","Pokazuj drugie imię (inicjał)"
"Show Notice if JavaScript is Disabled","Pokaż komunikat jeśli JavaScript jest wyłączony"
"Show Notice if Local Storage is Disabled","Pokaż informację jeśli lokalna baza danych jest niedostępna"
"Show Packages","Pokaż paczki"
"Show Password","Pokaż hasło"
"Show Prefix","Pokazuj prefiks"
"Show Region","Pokaż Region"
"Show Related Products","Pokaż produkty pokrewne"
"Show Report","Pokaż raport"
"Show Report For:","Pokaż raport dla:"
"Show Results Count for Each Recommendation","Pokaż liczbę wyników dla każdej podpowiedzi"
"Show Results Count for Each Suggestion","Pokaż liczbę wyników dla każdej podpowiedzi"
"Show Reviews","Pokaż opinie"
"Show Store Credit History to Customers","Pokaż klientom historię kredytu kupieckiego"
"Show Suffix","Pokazuj sufiks"
"Show Swatches in Product List","Pokaż próbki z listy produktów"
"Show Tax/VAT Number","Pokazuj numer NIP"
"Show Telephone","Pokaż telefon"
"Show Toolbar","Pokaż pasek narzędzi"
"Show Upsell Products","Pokaż produkty upsell"
"Show VAT Number on Storefront","Pokaż numer VAT na Storefront"
"Show Your Style","Pokaż swój styl"
"Show all","Pokaż wszystko"
"Show all...","Pokaż wszystkie..."
"Show confirmation dialog","Pokaż okno potwierdzenia"
"Show for Current","Pokazuj dla bieżącego"
"Show in Sidebar","Wyświetl w panelu bocznym"
"Show in navigation menu.","Pokaż w menu nawigacji."
"Show items per page","Pokaż elementy na stronę"
"Show less","Pokaż mniej"
"Show modal","Pokaż okno modalne"
"Show more","Pokaż więcej"
"Show on Storefront","Pokaż na witrynie"
"Show related video","Pokaż podobne filmy"
"Sidebar (right)","Pasek boczny (z prawej)"
"Sign In","Zaloguj się"
"Sign Out","Wyloguj się"
"Sign Static Files","Podpisz pliki statyczne"
"Sign Up At","Zarejestruj się w"
"Sign Up for Newsletter","Zapisz się, aby otrzymywać newsletter"
"Sign Up for Our Newsletter:","Subskrybuj nasz newsletter:"
"Sign a billing agreement to streamline further purchases  with PayPal.","Podpisz umowę rozliczeniową, aby przetwarzać dalsze zakupy z PayPal."
"Sign a billing agreement to streamline further purchases with PayPal.","Podpisz umowę rozliczeniową, aby przetwarzać dalsze zakupy z PayPal."
"Sign in","Zaloguj się"
"Sign in to edit wish lists.","Zaloguj się, aby edytować listę życzeń."
"Sign-in Information","Informacje logowania"
"Signature Confirmation","Potwierdzenie podpisu"
"Signature Key","Klucz Podpisu"
"Signature Required","Wymagany podpis"
"Signed Up At","Zarejestrowałem się w"
"Signed up for newsletter with email %1","Zapisano na newsletter z poczta elektroniczna %1"
"Signed-up Point","Miejsce rejestracji"
"Simple Modal","Proste okno modalne"
"SimpleProduct type not defined in schema.","Typ Prostego Produktu nie jest zdefiniowany w schemacie."
"Simply browse to <a href=""%store_url"">%store_name</a> and add the products you want to your shopping cart or wish list.","Po prostu przejdź do <a href=""%store_url""> %store_name</a> i dodaj produkty, które chcesz w twoim koszyku lub liście życzeń."
"Single Hierarchy for All Store Views","Wspólna hierarchia dla wszystkich widoków sklepów"
"Single-Store Mode","Tryb pojedynczego sklepu"
"Site Map","Mapa strony"
"Site navigation","Nawigacja po stronie"
"Site navigation links","Linki nawigacyjne strony"
"Sitemap","Mapa witryny"
"Sitemap File Limits","Ograniczenia pliku mapy strony"
"Sitemap Generation Warnings","Sitemap ostrzeżenia"
"Sitemap Information","Informacja mapy witryny"
"Sitemap generate Warnings","Ostrzeżenia podczas generowania mapy witryny"
"Size","Rozmiar"
"Size for %1","Rozmiar dla %1"
"Size(bytes)","Rozmiar(Bajty)"
"Skip Category Selection","Pomiń wybór kategorii"
"Skip Order Review","Pomiń krok z podsumowaniem zamówienia"
"Skip Order Review Step","Pomiń krok z podsumowaniem zamówienia"
"Skip error entries","Pomiń błędne rekordy"
"Skip image uploading at this time","Pomiń wgrywanie obrazów w tym momemcie"
"Skip price at this time","Pomiń cenę w tej chwili"
"Skip quantity at this time","Pomiń ilość w tej chwili"
"Skip to Content","Przejdź do treści"
"Skip to page %1","Przejdź do strony %1"
"Skip to the beginning of the images gallery","Przejdź na początek galerii"
"Skip to the end of the images gallery","Przejdź na koniec galerii"
"Sku","SKU"
"Small","Mały"
"Small Express Box","Małe pudełko ekspresowe"
"Smart Post","Sprytna poczta"
"Smth went to exception","Smth udał do wyjątków"
"Soap fault reason.","Powód niepowodzenia komunikacji SOAP."
"Sold to:","Sprzedano:"
"Solr Server Hostname","Solr serwer hosta"
"Solr Server Password","Solr hasło serwera"
"Solr Server Path","Solr ścieżka serwera"
"Solr Server Port","Solr port serwera"
"Solr Server Timeout","Solr maksymalny czas połączenia"
"Solr Server Username","Solr nazwa użytkownika serwera"
"Some Exception Message","Niektóre wiadomości wyjątku"
"Some Label","Niektóre etykiety"
"Some coupons are invalid.","Niektóre kupony są nieprawidłowe."
"Some emails were not sent.","Niektóre e-maile nie zostały wysłane."
"Some exception","Jakiś wyjątek"
"Some gift card accounts were not created properly. You can create gift card accounts manually <a href=""%1"">here</a>.","Część kart podarunkowych nie została utworzona poprawnie. Możesz utworzyć je ręcznie <a href=""%1"">tutaj</a>."
"Some internal exception message.","Jakiś wewnętrzny komunikat wyjątku."
"Some item options or their combination are not currently available.","Wybrane opcje lub ich kombinacje nie są dostępne."
"Some message","Niektóre wiadomości"
"Some of the products are out of stock.","Niektóre produkty nie są obecnie na magazynie."
"Some of the products below do not have all the required options.","Część produktów poniżej nie ma wszystkich wymaganych opcji."
"Some of the selected item options are not currently available.","Niektóre wybrane opcje nie są dostępne."
"Some of the selected options are not currently available.","Niektóre wybrane opcje nie są aktualnie dostępne."
"Some of these products can no longer be sold.","Niektóre z tych produktów nie mogą być sprzedawane."
"Some product variations fields are not valid.","Niektóre pola kombinacji produktu nie są prawidłowe."
"Some transactions are already settled or voided and cannot be voided.","Niektóre transakcje są już rozstrzygnięte lub unieważnione i nie mogą być unieważnione."
"Someone logged into this account from another device or browser. Your current session is terminated.","Ktoś zalogował się na to konto z innej przeglądarki lub urządzenia. Twoja bieżąca sesja zostaje zakończona."
"Something is wrong with the file upload settings.","Coś jest nie tak z ustawieniami przesyłania plików."
"Something needs your attention before you can proceed with checkout.","Coś wymaga Twojej uwagi, zanim będzie można kontynuować."
"Something went wrong","Coś poszło nie tak"
"Something went wrong  clearing the comparison list.","Coś poszło nie tak podczas czyszczenia listy porównania."
"Something went wrong  deleting this review.","Coś poszło nie tak, jak powinno, podczas usuwania opinii."
"Something went wrong  while deleting this condition.","Coś się zepsuło podczas usuwania tej konfiguracji."
"Something went wrong and the operation failed.","Coś poszło nie tak i operacja nie powiodła się."
"Something went wrong creating a shipping label.","Coś się zepsuło, tworząc etykietę wysyłkową."
"Something went wrong deleting this rate.","Coś poszło nie tak, jak powinno, podczas usuwania stawki."
"Something went wrong deleting this tax rule.","Coś poszło nie tak podczas usuwania tej reguły podatkowej."
"Something went wrong during checkout initialization. Please refresh the page.","Wystąpił błąd podczas inicjalizacji procesu zamówienia. Odśwież stronę."
"Something went wrong during the item options declaration.","Coś się zepsuło podczas deklaracji Opcje produktu."
"Something went wrong in the payment gateway.","Wystąpił błąd w bramce płatności."
"Something went wrong while activating the address.","Wystąpił błąd podczas aktywacji adresu."
"Something went wrong while adding products to websites.","Coś się zepsuło podczas dodawania produktów do strony internetowej."
"Something went wrong while assigning the order status.","Coś poszło nie tak podczas przypisywania statusu do zamówienia."
"Something went wrong while collecting the order price summary.","Wystąpił błąd podczas pobierania podsumowania cen zamówienia."
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Coś poszło nie tak podczas kompilowania listy dozwolonych zasobów. Więcej informacji znajdziesz w dzienniku działań."
"Something went wrong while copying the hierarchy.","Coś się zepsuło podczas kopiowania hierarchii."
"Something went wrong while deleting dynamic block data. Please review the action log and try again.","Coś poszło źle w momencie kasowania danych bloku dynamicznego. Proszę przejrzyj dziennik działań i spróbuj ponownie."
"Something went wrong while deleting roles and permissions. You can find out more in the exceptions log.","Coś poszło źle podczas usuwania ról oraz uprawnień. Możesz dowiedzieć się więcej w Dzienniku logów."
"Something went wrong while deleting the gift registry.","Coś poszło nie tak podczas usuwania rejestru prezentów."
"Something went wrong while deleting the hierarchy.","Coś się zepsuło podczas usuwania hierarchii."
"Something went wrong while deleting these records.","Coś poszło nie tak, jak powinno, podczas usuwania tych rekordów."
"Something went wrong while editing the customer.","Coś poszło nie tak podczas edycji klienta."
"Something went wrong while editing the gift registry.","Coś poszło nie tak podczas edycji rejestru prezentów."
"Something went wrong while generating coupons. Please review the log and try again.","Coś się zepsuło podczas generowania kuponów. Przejrzyj dziennik i spróbuj ponownie."
